PGS Performance Metric (PPM) ID,Evaluated Score,PGS Sample Set (PSS),PGS Publication (PGP) ID,Reported Trait,Covariates Included in the Model,PGS Performance: Other Relevant Information,Publication (PMID),Publication (doi),Hazard Ratio (HR),Odds Ratio (OR),Beta,Area Under the Receiver-Operating Characteristic Curve (AUROC),Concordance Statistic (C-index),Other Metric(s)
PPM018733,PGS003860,PSS011079,PGP000498,High myopia (HM5),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.648 [0.601,0.694]",,
PPM018734,PGS003860,PSS011080,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.783 [0.754,0.812]",,
PPM018735,PGS003860,PSS011078,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.584 [0.53,0.639]",,
PPM018736,PGS003860,PSS011083,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.706 [0.668,0.743]",,
PPM018737,PGS003860,PSS011079,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.672 [0.619,0.724]",,
PPM018738,PGS003860,PSS011082,PGP000498,Refractive error,,,37055258,10.1016/j.ebiom.2023.104551,,,,,,"R² = 0.116 [0.079,0.153]"
PPM018739,PGS003860,PSS011081,PGP000498,Refractive error,,,37055258,10.1016/j.ebiom.2023.104551,,,,,,"R² = 0.141 [0.112,0.171]"
PPM018740,PGS003860,PSS011082,PGP000498,Moderate hyperopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.765 [0.695,0.825]",,
PPM018741,PGS003860,PSS011081,PGP000498,Moderate hyperopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.774 [0.698,0.845]",,
PPM018742,PGS003860,PSS011082,PGP000498,Low myopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.703 [0.654,0.751]",,
PPM018743,PGS003860,PSS011081,PGP000498,Low myopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.691 [0.659,0.722]",,
PPM018744,PGS003860,PSS011082,PGP000498,Moderate myopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.735 [0.6,0.854]",,
PPM018745,PGS003860,PSS011081,PGP000498,Moderate myopia,,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.691 [0.624,0.754]",,
PPM018746,PGS003860,PSS011082,PGP000498,High myopia (HM5),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.579 [0.567,0.592]",,
PPM018747,PGS003860,PSS011081,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.739 [0.619,0.851]",,
PPM018748,PGS003860,PSS011081,PGP000498,High myopia (HM6),,,37055258,10.1016/j.ebiom.2023.104551,,,,"0.783 [0.754,0.812]",,
PPM018749,PGS003860,PSS011089,PGP000498,Refractive error,,,37055258,10.1016/j.ebiom.2023.104551,,,,,,"R² = 0.05 [0.04,0.06]"
PPM018750,PGS003860,PSS011088,PGP000498,Refractive error,,,37055258,10.1016/j.ebiom.2023.104551,,,,,,"R² = 0.12 [0.1,0.14]"
PPM018751,PGS003861,PSS011090,PGP000499,Pulmonary embolism,,,37076872,10.1186/s12916-023-02844-4,,,,0.765,,"Odds ratio (OR, 30-70th quantile vs <90th quantile) = 5.08 [4.109,6.282]"
PPM018752,PGS003862,PSS011096,PGP000500,FEV1/FVC ratio,"age, age^2, sex, height, smoking, 10 genetic PCs",Beta = Standard deviation (SD) change of FEV1/FVC per SD change of GRS,36914875,10.1038/s41588-023-01314-0,,,"0.2787 [0.2753,0.282]",,,
PPM018753,PGS003863,PSS011093,PGP000500,FEV1/FVC ratio,"age, age^2, sex, height, smoking, 10 genetic PCs",Beta = Standard deviation (SD) change of FEV1/FVC per SD change of GRS,36914875,10.1038/s41588-023-01314-0,,,"0.1534 [0.1106,0.1961]",,,
PPM018754,PGS003864,PSS011094,PGP000500,FEV1/FVC ratio,"age, age^2, sex, height, smoking, 10 genetic PCs",Beta = Standard deviation (SD) change of FEV1/FVC per SD change of GRS,36914875,10.1038/s41588-023-01314-0,,,"0.254 [0.2163,0.2917]",,,
PPM018755,PGS003865,PSS011095,PGP000500,FEV1/FVC ratio,"age, age^2, sex, height, smoking, 10 genetic PCs",Beta = Standard deviation (SD) change of FEV1/FVC per SD change of GRS,36914875,10.1038/s41588-023-01314-0,,,"0.196 [0.1203,0.2716]",,,
PPM018756,PGS003862,PSS011092,PGP000500,Chronic obstructive pulmonary disease,"age, age^2, sex, height, smoking",,36914875,10.1038/s41588-023-01314-0,,"1.63 [1.56,1.71]",,,,
PPM018757,PGS003863,PSS011091,PGP000500,Chronic obstructive pulmonary disease,"age, age^2, sex, height, smoking",,36914875,10.1038/s41588-023-01314-0,,"1.23 [1.13,1.34]",,,,
PPM018758,PGS003866,PSS011097,PGP000501,Coronary artery disease,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,"1.51 [1.42,1.61]",,"0.795 [0.7768,0.8132]",,
PPM018759,PGS003867,PSS011097,PGP000501,Type 2 diabetes,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,"1.83 [1.74,1.92]",,"0.7384 [0.7194,0.7574]",,
PPM018760,PGS003868,PSS011097,PGP000501,Cardiomyopathy,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,"1.34 [1.13,1.64]",,"0.6453 [0.6086,0.6819]",,
PPM018761,PGS003869,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018762,PGS003870,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018763,PGS003871,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018764,PGS003872,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018765,PGS003873,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018766,PGS003874,PSS011097,PGP000501,LDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (-0.1166049*zscoreAFR) + (0.812596*zscoreAMR) + (-2.1986549*zscoreARB) + (3.9764576*zscoreEAS) + (6.7068379*zscoreEUR) + (3.433336*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,9.4 (1.1),,,R² = 0.0358
PPM018767,PGS003875,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018768,PGS003876,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018769,PGS003877,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018770,PGS003878,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018771,PGS003879,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018772,PGS003880,PSS011097,PGP000501,HDL cholesterol,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 6 normalized ancestry-specific scores using the following coefficients: Score = (0.2431982*zscoreAFR) + (0.8586968*zscoreAMR) + (0.5830709*zscoreARB) + (0.7186383*zscoreEAS) + (1.084247*zscoreEUR) + (1.2259372*zscoreSAS).,37852978,10.1038/s41467-023-41985-1,,,3.67 (0.27),,,R² = 0.1424
PPM018773,PGS003881,PSS011097,PGP000501,Triglycerides,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,,29.32 (2.31),,,R² = 0.0857
PPM018774,PGS003882,PSS011097,PGP000501,Systolic blood pressure,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,,3.1 (0.44),,,R² = 0.1108
PPM018775,PGS003883,PSS011097,PGP000501,Diastolic blood pressure,"age, sex, array version, and the first 10 principal components of ancestry",,37852978,10.1038/s41467-023-41985-1,,,1.8 (0.26),,,R² = 0.0397
PPM018776,PGS003884,PSS011097,PGP000501,Body mass index,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.4178463*zscoreAMR) + (0.2238593*zscoreARB) + (0.4195118*zscoreEAS) + (0.6683519*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,1.18 (0.11),,,R² = 0.0919
PPM018777,PGS003885,PSS011097,PGP000501,Body mass index,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.4178463*zscoreAMR) + (0.2238593*zscoreARB) + (0.4195118*zscoreEAS) + (0.6683519*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,1.18 (0.11),,,R² = 0.0919
PPM018778,PGS003886,PSS011097,PGP000501,Body mass index,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.4178463*zscoreAMR) + (0.2238593*zscoreARB) + (0.4195118*zscoreEAS) + (0.6683519*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,1.18 (0.11),,,R² = 0.0919
PPM018779,PGS003887,PSS011097,PGP000501,Body mass index,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.4178463*zscoreAMR) + (0.2238593*zscoreARB) + (0.4195118*zscoreEAS) + (0.6683519*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,1.18 (0.11),,,R² = 0.0919
PPM018780,PGS003888,PSS011097,PGP000501,Height,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.0043399119*zscoreAMR) + (0.0003544699*zscoreARB) + (0.0034973575*zscoreEAS) + (0.0218689041*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,0.026 (0.0013),,,R² = 0.5202
PPM018781,PGS003889,PSS011097,PGP000501,Height,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.0043399119*zscoreAMR) + (0.0003544699*zscoreARB) + (0.0034973575*zscoreEAS) + (0.0218689041*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,0.026 (0.0013),,,R² = 0.5202
PPM018782,PGS003890,PSS011097,PGP000501,Height,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.0043399119*zscoreAMR) + (0.0003544699*zscoreARB) + (0.0034973575*zscoreEAS) + (0.0218689041*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,0.026 (0.0013),,,R² = 0.5202
PPM018783,PGS003891,PSS011097,PGP000501,Height,"age, sex, array version, and the first 10 principal components of ancestry",The reported performance was derived from a linearly combined score of 4 normalized ancestry-specific scores using the following coefficients: Score = (0.0043399119*zscoreAMR) + (0.0003544699*zscoreARB) + (0.0034973575*zscoreEAS) + (0.0218689041*zscoreEUR).,37852978,10.1038/s41467-023-41985-1,,,0.026 (0.0013),,,R² = 0.5202
PPM018784,PGS003893,PSS011149,PGP000502,Waist circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.29939 [0.29361,0.30516], PGS R2 (no covariates) = 0.07085 [0.06712,0.07457], Incremental R2 (full-covars) = 0.0682"
PPM018785,PGS003893,PSS011098,PGP000502,Waist circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.29851 [0.27062,0.3264], PGS R2 (no covariates) = 0.07361 [0.05532,0.0919], Incremental R2 (full-covars) = 0.06239"
PPM018786,PGS003893,PSS011117,PGP000502,Waist circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.21134 [0.17457,0.24811], PGS R2 (no covariates) = 0.06699 [0.0425,0.09148], Incremental R2 (full-covars) = 0.06504"
PPM018787,PGS003893,PSS011160,PGP000502,Waist circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.03112 [0.01194,0.0503], PGS R2 (no covariates) = 0.01643 [0.00228,0.03058], Incremental R2 (full-covars) = 0.01312"
PPM018788,PGS003893,PSS011175,PGP000502,Waist circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.28891 [0.27218,0.30565], PGS R2 (no covariates) = 0.05072 [0.04135,0.06008], Incremental R2 (full-covars) = 0.04529"
PPM018789,PGS003894,PSS011148,PGP000502,Hip circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.10669 [0.1023,0.11109], PGS R2 (no covariates) = 0.10277 [0.09844,0.1071], Incremental R2 (full-covars) = 0.10175"
PPM018790,PGS003894,PSS011103,PGP000502,Hip circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.10294 [0.08199,0.12388], PGS R2 (no covariates) = 0.1049 [0.0838,0.126], Incremental R2 (full-covars) = 0.102"
PPM018791,PGS003894,PSS011117,PGP000502,Hip circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.0983 [0.06963,0.12697], PGS R2 (no covariates) = 0.08534 [0.05824,0.11244], Incremental R2 (full-covars) = 0.07962"
PPM018792,PGS003894,PSS011160,PGP000502,Hip circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.01885 [0.00373,0.03396], PGS R2 (no covariates) = 0.01479 [0.00134,0.02824], Incremental R2 (full-covars) = 0.01389"
PPM018793,PGS003894,PSS011174,PGP000502,Hip circumference,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.12987 [0.11614,0.1436], PGS R2 (no covariates) = 0.09021 [0.07824,0.10217], Incremental R2 (full-covars) = 0.07349"
PPM018794,PGS003895,PSS011146,PGP000502,Standing height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.71901 [0.71542,0.7226], PGS R2 (no covariates) = 0.1804 [0.17516,0.18565], Incremental R2 (full-covars) = 0.17961"
PPM018795,PGS003895,PSS011103,PGP000502,Standing height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.72848 [0.71161,0.74534], PGS R2 (no covariates) = 0.21016 [0.18381,0.23651], Incremental R2 (full-covars) = 0.18808"
PPM018796,PGS003895,PSS011114,PGP000502,Standing height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.66918 [0.64174,0.69663], PGS R2 (no covariates) = 0.08326 [0.05643,0.11009], Incremental R2 (full-covars) = 0.08875"
PPM018797,PGS003895,PSS011159,PGP000502,Standing height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.50307 [0.46351,0.54262], PGS R2 (no covariates) = 0.02787 [0.00966,0.04609], Incremental R2 (full-covars) = 0.01372"
PPM018798,PGS003895,PSS011173,PGP000502,Standing height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.69915 [0.68814,0.71017], PGS R2 (no covariates) = 0.151 [0.13655,0.16545], Incremental R2 (full-covars) = 0.14737"
PPM018799,PGS003896,PSS011147,PGP000502,Sitting height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.56702 [0.56211,0.57193], PGS R2 (no covariates) = 0.13337 [0.12861,0.13814], Incremental R2 (full-covars) = 0.13166"
PPM018800,PGS003896,PSS011102,PGP000502,Sitting height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.56319 [0.53933,0.58705], PGS R2 (no covariates) = 0.14822 [0.12435,0.17208], Incremental R2 (full-covars) = 0.12786"
PPM018801,PGS003896,PSS011114,PGP000502,Sitting height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.47658 [0.43993,0.51322], PGS R2 (no covariates) = 0.06813 [0.04346,0.09279], Incremental R2 (full-covars) = 0.05017"
PPM018802,PGS003896,PSS011159,PGP000502,Sitting height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.36181 [0.31873,0.40489], PGS R2 (no covariates) = 0.01877 [0.00368,0.03386], Incremental R2 (full-covars) = 0.00631"
PPM018803,PGS003896,PSS011172,PGP000502,Sitting height,"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.56286 [0.5485,0.57722], PGS R2 (no covariates) = 0.1462 [0.1319,0.16049], Incremental R2 (full-covars) = 0.10616"
PPM018804,PGS003897,PSS011131,PGP000502,Body mass index (BMI),"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.13408 [0.1293,0.13885], PGS R2 (no covariates) = 0.11906 [0.11448,0.12364], Incremental R2 (full-covars) = 0.11579"
PPM018805,PGS003897,PSS011104,PGP000502,Body mass index (BMI),"age, sex, age^2, age*sex, Townsend deprivation index, genotype PCs (PC1-PC18)",,37890495,10.1016/j.ajhg.2023.09.013,,,,,,"R² = 0.1241 [0.10164,0.14656], PGS R2 (no covariates) = 0.11155 [0.08996,0.13315], Incremental R2 (full-covars) = 0.10512"
